Holiday,Temp(in K),Temp(in C),Temp(in F),Rain_1h,Snow_1h,Clouds_all,Weather_main,Weather_description,Traffic_volume,Date,Time
-,275.88,2.73,36.914,0.0,0.0,90,Clouds,Overcast clouds,411,2016-05-14,03:00:00
-,274.98,1.83,35.294,0.0,0.0,20,Clouds,Few clouds,486,2016-05-14,04:00:00
-,274.36,1.21,34.178,0.0,0.0,20,Clouds,Few clouds,817,2016-05-14,05:00:00
-,273.9,0.75,33.35,0.0,0.0,20,Clouds,Few clouds,1162,2016-05-14,06:00:00
-,274.24,1.09,33.962,0.0,0.0,20,Clouds,Few clouds,1730,2016-05-14,07:00:00
-,274.91,1.76,35.168,0.0,0.0,20,Clouds,Few clouds,2748,2016-05-14,08:00:00
-,275.68,2.53,36.554,0.0,0.0,75,Clouds,Broken clouds,3604,2016-05-14,09:00:00
-,276.63,3.48,38.264,0.0,0.0,90,Clouds,Overcast clouds,3547,2016-05-14,10:00:00
-,277.46,4.31,39.758,0.0,0.0,75,Clouds,Broken clouds,4069,2016-05-14,11:00:00
-,278.79,5.64,42.152,0.0,0.0,40,Clouds,Scattered clouds,4480,2016-05-14,12:00:00
-,279.8,6.65,43.97,0.0,0.0,40,Clouds,Scattered clouds,4220,2016-05-14,13:00:00
-,281.12,7.97,46.346,0.0,0.0,20,Clouds,Few clouds,4355,2016-05-14,14:00:00
-,282.08,8.93,48.074,0.0,0.0,40,Clouds,Scattered clouds,4223,2016-05-14,15:00:00
-,283.15,10.0,50.0,0.0,0.0,40,Clouds,Scattered clouds,4407,2016-05-14,16:00:00
-,283.77,10.62,51.116,0.0,0.0,40,Clouds,Scattered clouds,4403,2016-05-14,17:00:00
-,283.23,10.08,50.144,0.0,0.0,40,Clouds,Scattered clouds,4031,2016-05-14,18:00:00
-,282.71,9.56,49.208,0.0,0.0,40,Clouds,Scattered clouds,3707,2016-05-14,19:00:00
-,281.72,8.57,47.426,0.0,0.0,40,Clouds,Scattered clouds,3154,2016-05-14,20:00:00
-,279.92,6.77,44.186,0.0,0.0,20,Clouds,Few clouds,3196,2016-05-14,21:00:00
-,278.42,5.27,41.486,0.0,0.0,20,Clouds,Few clouds,3427,2016-05-14,22:00:00
-,276.67,3.52,38.336,0.0,0.0,20,Clouds,Few clouds,2225,2016-05-14,23:00:00
-,275.41,2.26,36.068,0.0,0.0,1,Haze,Haze,1687,2016-05-15,00:00:00
-,274.0,0.85,33.53,0.0,0.0,1,Clear,Sky is clear,972,2016-05-15,01:00:00
-,273.29,0.14,32.252,0.0,0.0,1,Clear,Sky is clear,822,2016-05-15,02:00:00
-,273.21,0.06,32.108,0.0,0.0,1,Clear,Sky is clear,411,2016-05-15,03:00:00
-,273.04,-0.11,31.802,0.0,0.0,1,Clear,Sky is clear,486,2016-05-15,04:00:00
-,273.37,0.22,32.396,0.0,0.0,20,Clouds,Few clouds,698,2016-05-15,05:00:00
-,273.55,0.4,32.72,0.0,0.0,20,Clouds,Few clouds,960,2016-05-15,06:00:00
-,274.99,1.84,35.312,0.0,0.0,1,Clear,Sky is clear,1391,2016-05-15,07:00:00
-,278.4,5.25,41.45,0.0,0.0,1,Clear,Sky is clear,2002,2016-05-15,08:00:00
-,281.49,8.34,47.012,0.0,0.0,1,Clear,Sky is clear,2914,2016-05-15,09:00:00
-,283.86,10.71,51.278,0.0,0.0,1,Clear,Sky is clear,3644,2016-05-15,10:00:00
-,285.69,12.54,54.572,0.0,0.0,20,Clouds,Few clouds,3858,2016-05-15,11:00:00
-,287.26,14.11,57.398,0.0,0.0,20,Clouds,Few clouds,4142,2016-05-15,12:00:00
-,288.25,15.1,59.18,0.0,0.0,40,Clouds,Scattered clouds,4530,2016-05-15,13:00:00
-,289.27,16.12,61.016,0.0,0.0,75,Clouds,Broken clouds,4765,2016-05-15,14:00:00
-,289.85,16.7,62.06,0.0,0.0,75,Clouds,Broken clouds,4442,2016-05-15,15:00:00
-,290.7,17.55,63.59,0.0,0.0,40,Clouds,Scattered clouds,5040,2016-05-15,16:00:00
-,290.85,17.7,63.86,0.0,0.0,40,Clouds,Scattered clouds,4643,2016-05-15,17:00:00
-,290.78,17.63,63.734,0.0,0.0,40,Clouds,Scattered clouds,4032,2016-05-15,18:00:00
-,290.51,17.36,63.248,0.0,0.0,40,Clouds,Scattered clouds,3259,2016-05-15,19:00:00
-,289.18,16.03,60.854,0.0,0.0,40,Clouds,Scattered clouds,3078,2016-05-15,20:00:00
-,287.08,13.93,57.074,0.0,0.0,75,Clouds,Broken clouds,2857,2016-05-15,21:00:00
-,286.67,13.52,56.336,0.0,0.0,75,Clouds,Broken clouds,2162,2016-05-15,22:00:00
-,286.28,13.13,55.634,0.0,0.0,75,Clouds,Broken clouds,1572,2016-05-15,23:00:00
-,286.43,13.28,55.904,0.0,0.0,75,Clouds,Broken clouds,667,2016-05-16,00:00:00
-,286.61,13.46,56.228,0.0,0.0,75,Clouds,Broken clouds,394,2016-05-16,01:00:00
-,285.39,12.24,54.032,0.0,0.0,90,Rain,Light rain,285,2016-05-16,02:00:00
-,284.6,11.45,52.61,0.0,0.0,90,Clouds,Overcast clouds,340,2016-05-16,03:00:00
-,282.53,9.38,48.884,0.0,0.0,40,Clouds,Scattered clouds,854,2016-05-16,04:00:00
-,280.8,7.65,45.77,0.0,0.0,40,Clouds,Scattered clouds,2855,2016-05-16,05:00:00
-,280.24,7.09,44.762,0.0,0.0,40,Clouds,Scattered clouds,5922,2016-05-16,06:00:00
-,284.03,10.88,51.584,0.0,0.0,20,Clouds,Few clouds,5853,2016-05-16,08:00:00
-,285.77,12.62,54.716,0.0,0.0,20,Clouds,Few clouds,4907,2016-05-16,09:00:00
-,287.33,14.18,57.524,0.0,0.0,20,Clouds,Few clouds,4389,2016-05-16,10:00:00
-,288.76,15.61,60.098,0.0,0.0,20,Clouds,Few clouds,4564,2016-05-16,11:00:00
-,289.42,16.27,61.286,0.0,0.0,20,Clouds,Few clouds,4837,2016-05-16,12:00:00
-,289.58,16.43,61.574,0.0,0.0,20,Clouds,Few clouds,4703,2016-05-16,13:00:00
-,289.72,16.57,61.826,0.0,0.0,20,Clouds,Few clouds,5165,2016-05-16,14:00:00
-,290.73,17.58,63.644,0.0,0.0,40,Clouds,Scattered clouds,5598,2016-05-16,15:00:00
-,290.28,17.13,62.834,0.0,0.0,40,Clouds,Scattered clouds,6144,2016-05-16,16:00:00
-,290.19,17.04,62.672,0.0,0.0,40,Clouds,Scattered clouds,5648,2016-05-16,17:00:00
-,289.81,16.66,61.988,0.0,0.0,75,Clouds,Broken clouds,4297,2016-05-16,18:00:00
-,289.34,16.19,61.142,0.0,0.0,40,Clouds,Scattered clouds,3077,2016-05-16,19:00:00
-,288.45,15.3,59.54,0.0,0.0,20,Clouds,Few clouds,2764,2016-05-16,20:00:00
-,286.12,12.97,55.346,0.0,0.0,20,Clouds,Few clouds,2846,2016-05-16,21:00:00
-,283.87,10.72,51.296,0.0,0.0,20,Clouds,Few clouds,1806,2016-05-16,22:00:00
-,282.64,9.49,49.082,0.0,0.0,20,Clouds,Few clouds,1035,2016-05-16,23:00:00
-,282.91,9.76,49.568,0.0,0.0,20,Clouds,Few clouds,614,2016-05-17,00:00:00
-,282.66,9.51,49.118,0.0,0.0,1,Clear,Sky is clear,372,2016-05-17,01:00:00
-,281.66,8.51,47.318,0.0,0.0,1,Clear,Sky is clear,258,2016-05-17,02:00:00
-,281.58,8.43,47.174,0.0,0.0,20,Clouds,Few clouds,324,2016-05-17,03:00:00
-,280.97,7.82,46.076,0.0,0.0,90,Clouds,Overcast clouds,896,2016-05-17,04:00:00
-,280.12,6.97,44.546,0.0,0.0,90,Clouds,Overcast clouds,2956,2016-05-17,05:00:00
-,279.19,6.04,42.872,0.0,0.0,40,Clouds,Scattered clouds,6095,2016-05-17,06:00:00
-,280.36,7.21,44.978,0.0,0.0,40,Clouds,Scattered clouds,6807,2016-05-17,07:00:00
-,282.73,9.58,49.244,0.0,0.0,75,Clouds,Broken clouds,6085,2016-05-17,08:00:00
-,284.72,11.57,52.826,0.0,0.0,20,Clouds,Few clouds,5177,2016-05-17,09:00:00
-,286.16,13.01,55.418,0.0,0.0,20,Clouds,Few clouds,4455,2016-05-17,10:00:00
-,287.0,13.85,56.93,0.0,0.0,1,Clear,Sky is clear,4777,2016-05-17,11:00:00
-,288.42,15.27,59.486,0.0,0.0,20,Clouds,Few clouds,4799,2016-05-17,12:00:00
-,289.1,15.95,60.71,0.0,0.0,20,Clouds,Few clouds,4945,2016-05-17,13:00:00
-,289.98,16.83,62.294,0.0,0.0,20,Clouds,Few clouds,5189,2016-05-17,14:00:00
-,290.36,17.21,62.978,0.0,0.0,20,Clouds,Few clouds,5817,2016-05-17,15:00:00
-,290.42,17.27,63.086,0.0,0.0,20,Clouds,Few clouds,6360,2016-05-17,16:00:00
-,290.66,17.51,63.518,0.0,0.0,20,Clouds,Few clouds,6032,2016-05-17,17:00:00
-,290.24,17.09,62.762,0.0,0.0,20,Clouds,Few clouds,4459,2016-05-17,18:00:00
-,289.54,16.39,61.502,0.0,0.0,20,Haze,Haze,2631,2016-05-17,19:00:00
-,288.64,15.49,59.882,0.0,0.0,20,Clouds,Few clouds,2739,2016-05-17,20:00:00
-,285.89,12.74,54.932,0.0,0.0,20,Clouds,Few clouds,2438,2016-05-17,21:00:00
-,282.84,9.69,49.442,0.0,0.0,20,Clouds,Few clouds,1736,2016-05-17,22:00:00
-,281.17,8.02,46.436,0.0,0.0,20,Clouds,Few clouds,1115,2016-05-17,23:00:00
-,280.01,6.86,44.348,0.0,0.0,1,Clear,Sky is clear,588,2016-05-18,00:00:00
-,279.16,6.01,42.818,0.0,0.0,1,Clear,Sky is clear,333,2016-05-18,01:00:00
-,278.29,5.14,41.252,0.0,0.0,1,Clear,Sky is clear,302,2016-05-18,02:00:00
-,277.58,4.43,39.974,0.0,0.0,1,Clear,Sky is clear,360,2016-05-18,03:00:00
-,277.01,3.86,38.948,0.0,0.0,1,Clear,Sky is clear,905,2016-05-18,04:00:00
-,276.82,3.67,38.606,0.0,0.0,1,Clear,Sky is clear,2982,2016-05-18,05:00:00
-,276.27,3.12,37.616,0.0,0.0,1,Clear,Sky is clear,6045,2016-05-18,06:00:00
-,278.16,5.01,41.018,0.0,0.0,1,Haze,Haze,6669,2016-05-18,07:00:00
-,283.0,9.85,49.73,0.0,0.0,1,Clear,Sky is clear,5742,2016-05-18,08:00:00
-,286.94,13.79,56.822,0.0,0.0,1,Clear,Sky is clear,5139,2016-05-18,09:00:00
-,289.34,16.19,61.142,0.0,0.0,5,Clear,Sky is clear,4572,2016-05-18,10:00:00
-,290.69,17.54,63.572,0.0,0.0,1,Clear,Sky is clear,4784,2016-05-18,11:00:00
-,291.45,18.3,64.94,0.0,0.0,40,Clouds,Scattered clouds,4940,2016-05-18,12:00:00
-,291.56,18.41,65.138,0.0,0.0,20,Clouds,Few clouds,4991,2016-05-18,13:00:00
-,292.37,19.22,66.596,0.0,0.0,20,Clouds,Few clouds,5494,2016-05-18,14:00:00
-,292.78,19.63,67.334,0.0,0.0,20,Clouds,Few clouds,5617,2016-05-18,15:00:00
-,293.4,20.25,68.45,0.0,0.0,20,Clouds,Few clouds,6472,2016-05-18,16:00:00
-,293.4,20.25,68.45,0.0,0.0,20,Clouds,Few clouds,6147,2016-05-18,17:00:00
-,293.23,20.08,68.144,0.0,0.0,20,Clouds,Few clouds,4201,2016-05-18,18:00:00
-,292.55,19.4,66.92,0.0,0.0,1,Clear,Sky is clear,2490,2016-05-18,19:00:00
-,291.23,18.08,64.544,0.0,0.0,20,Clouds,Few clouds,2617,2016-05-18,20:00:00
-,287.7,14.55,58.19,0.0,0.0,40,Clouds,Scattered clouds,2530,2016-05-18,21:00:00
-,284.77,11.62,52.916,0.0,0.0,1,Clear,Sky is clear,1765,2016-05-18,22:00:00
-,283.23,10.08,50.144,0.0,0.0,75,Clouds,Broken clouds,1124,2016-05-18,23:00:00
-,281.95,8.8,47.84,0.0,0.0,1,Clear,Sky is clear,643,2016-05-19,00:00:00
-,281.47,8.32,46.976,0.0,0.0,1,Clear,Sky is clear,392,2016-05-19,01:00:00
-,281.14,7.99,46.382,0.0,0.0,1,Clear,Sky is clear,287,2016-05-19,02:00:00
-,280.94,7.79,46.022,0.0,0.0,1,Clear,Sky is clear,351,2016-05-19,03:00:00
-,280.69,7.54,45.572,0.0,0.0,1,Clear,Sky is clear,874,2016-05-19,04:00:00
-,280.7,7.55,45.59,0.0,0.0,40,Clouds,Scattered clouds,2925,2016-05-19,05:00:00
-,280.53,7.38,45.284,0.0,0.0,40,Clouds,Scattered clouds,6054,2016-05-19,06:00:00
-,282.27,9.12,48.416,0.0,0.0,20,Clouds,Few clouds,6845,2016-05-19,07:00:00
-,285.82,12.67,54.806,0.0,0.0,20,Clouds,Few clouds,5884,2016-05-19,08:00:00
-,288.32,15.17,59.306,0.0,0.0,20,Clouds,Few clouds,5008,2016-05-19,09:00:00
-,291.01,17.86,64.148,0.0,0.0,20,Clouds,Few clouds,4597,2016-05-19,10:00:00
-,293.01,19.86,67.748,0.0,0.0,40,Clouds,Scattered clouds,4932,2016-05-19,11:00:00
-,294.44,21.29,70.322,0.0,0.0,40,Clouds,Scattered clouds,5120,2016-05-19,12:00:00
-,294.56,21.41,70.538,0.0,0.0,40,Clouds,Scattered clouds,5005,2016-05-19,13:00:00
-,295.13,21.98,71.564,0.0,0.0,75,Clouds,Broken clouds,5375,2016-05-19,14:00:00
-,295.44,22.29,72.122,0.0,0.0,90,Clouds,Overcast clouds,5666,2016-05-19,15:00:00
-,295.62,22.47,72.446,0.0,0.0,75,Clouds,Broken clouds,6428,2016-05-19,16:00:00
-,295.37,22.22,71.996,0.0,0.0,75,Clouds,Broken clouds,6063,2016-05-19,17:00:00
-,295.55,22.4,72.32,0.0,0.0,75,Clouds,Broken clouds,4756,2016-05-19,18:00:00
-,294.81,21.66,70.988,0.0,0.0,75,Clouds,Broken clouds,3028,2016-05-19,19:00:00
-,293.2,20.05,68.09,0.0,0.0,1,Clear,Sky is clear,2759,2016-05-19,20:00:00
-,291.24,18.09,64.562,0.0,0.0,40,Clouds,Scattered clouds,2680,2016-05-19,21:00:00
-,289.28,16.13,61.034,0.0,0.0,40,Clouds,Scattered clouds,2313,2016-05-19,22:00:00
-,287.95,14.8,58.64,0.0,0.0,1,Clear,Sky is clear,1395,2016-05-19,23:00:00
-,287.85,14.7,58.46,0.0,0.0,40,Clouds,Scattered clouds,750,2016-05-20,00:00:00
-,287.0,13.85,56.93,0.0,0.0,20,Clouds,Few clouds,450,2016-05-20,01:00:00
-,285.55,12.4,54.32,0.0,0.0,20,Clouds,Few clouds,330,2016-05-20,02:00:00
-,284.78,11.63,52.934,0.0,0.0,20,Clouds,Few clouds,376,2016-05-20,03:00:00
-,283.91,10.76,51.368,0.0,0.0,20,Clouds,Few clouds,850,2016-05-20,04:00:00
-,283.33,10.18,50.324,0.0,0.0,20,Clouds,Few clouds,2714,2016-05-20,05:00:00
-,282.52,9.37,48.866,0.0,0.0,20,Clouds,Few clouds,5661,2016-05-20,06:00:00
-,284.17,11.02,51.836,0.0,0.0,20,Clouds,Few clouds,6715,2016-05-20,07:00:00
-,287.85,14.7,58.46,0.0,0.0,20,Clouds,Few clouds,5415,2016-05-20,08:00:00
-,290.31,17.16,62.888,0.0,0.0,75,Clouds,Broken clouds,5293,2016-05-20,09:00:00
-,292.55,19.4,66.92,0.0,0.0,75,Clouds,Broken clouds,4608,2016-05-20,10:00:00
-,294.56,21.41,70.538,0.0,0.0,20,Clouds,Few clouds,5149,2016-05-20,11:00:00
-,295.14,21.99,71.582,0.0,0.0,40,Clouds,Scattered clouds,5252,2016-05-20,12:00:00
-,295.48,22.33,72.194,0.0,0.0,75,Clouds,Broken clouds,5189,2016-05-20,13:00:00
-,295.46,22.31,72.158,0.0,0.0,75,Clouds,Broken clouds,5426,2016-05-20,14:00:00
-,295.67,22.52,72.536,0.0,0.0,75,Clouds,Broken clouds,5922,2016-05-20,15:00:00
-,295.73,22.58,72.644,0.0,0.0,75,Clouds,Broken clouds,6126,2016-05-20,16:00:00
-,295.69,22.54,72.572,0.0,0.0,75,Clouds,Broken clouds,5514,2016-05-20,17:00:00
-,295.64,22.49,72.482,0.0,0.0,75,Clouds,Broken clouds,4756,2016-05-20,18:00:00
-,295.14,21.99,71.582,0.0,0.0,75,Clouds,Broken clouds,3680,2016-05-20,19:00:00
-,294.04,20.89,69.602,0.0,0.0,75,Clouds,Broken clouds,3223,2016-05-20,20:00:00
-,290.54,17.39,63.302,0.0,0.0,75,Clouds,Broken clouds,3399,2016-05-20,21:00:00
-,287.42,14.27,57.686,0.0,0.0,1,Clear,Sky is clear,3133,2016-05-20,22:00:00
-,286.51,13.36,56.048,0.0,0.0,68,Clouds,Broken clouds,2312,2016-05-20,23:00:00
-,284.86,11.71,53.078,0.0,0.0,1,Clear,Sky is clear,1689,2016-05-21,00:00:00
-,284.36,11.21,52.178,0.0,0.0,75,Clouds,Broken clouds,1016,2016-05-21,01:00:00
-,283.33,10.18,50.324,0.0,0.0,90,Clouds,Overcast clouds,1081,2016-05-21,02:00:00
-,282.92,9.77,49.586,0.3,0.0,75,Rain,Light rain,875,2016-05-21,03:00:00
-,281.64,8.49,47.282,0.0,0.0,1,Mist,Mist,946,2016-05-21,04:00:00
-,281.5,8.35,47.03,0.0,0.0,1,Mist,Mist,1435,2016-05-21,05:00:00
-,281.3,8.15,46.67,0.0,0.0,1,Mist,Mist,1718,2016-05-21,06:00:00
-,282.72,9.57,49.226,0.0,0.0,1,Haze,Haze,2026,2016-05-21,07:00:00
-,286.87,13.72,56.696,0.0,0.0,40,Haze,Haze,2763,2016-05-21,08:00:00
-,290.82,17.67,63.806,0.0,0.0,1,Clear,Sky is clear,3897,2016-05-21,09:00:00
-,294.01,20.86,69.548,0.0,0.0,1,Clear,Sky is clear,4194,2016-05-21,10:00:00
-,296.55,23.4,74.12,0.0,0.0,1,Clear,Sky is clear,4755,2016-05-21,11:00:00
-,297.28,24.13,75.434,0.0,0.0,20,Clouds,Few clouds,5117,2016-05-21,12:00:00
-,298.02,24.87,76.766,0.0,0.0,20,Clouds,Few clouds,4891,2016-05-21,13:00:00
-,298.67,25.52,77.936,0.0,0.0,20,Clouds,Few clouds,4569,2016-05-21,14:00:00
-,298.74,25.59,78.062,0.0,0.0,1,Clear,Sky is clear,4473,2016-05-21,15:00:00
-,299.12,25.97,78.746,0.0,0.0,5,Clear,Sky is clear,4523,2016-05-21,16:00:00
-,299.05,25.9,78.62,0.0,0.0,1,Clear,Sky is clear,4097,2016-05-21,17:00:00
-,298.94,25.79,78.422,0.0,0.0,1,Haze,Haze,3895,2016-05-21,18:00:00
-,298.66,25.51,77.918,0.0,0.0,1,Clear,Sky is clear,3523,2016-05-21,19:00:00
-,296.98,23.83,74.894,0.0,0.0,5,Clear,Sky is clear,3345,2016-05-21,20:00:00
-,291.32,18.17,64.706,0.0,0.0,1,Clear,Sky is clear,3472,2016-05-21,21:00:00
-,289.1,15.95,60.71,0.0,0.0,1,Clear,Sky is clear,3370,2016-05-21,22:00:00
-,287.05,13.9,57.02,0.0,0.0,1,Clear,Sky is clear,2273,2016-05-21,23:00:00
-,285.77,12.62,54.716,0.0,0.0,1,Clear,Sky is clear,1719,2016-05-22,00:00:00
-,285.39,12.24,54.032,0.0,0.0,1,Haze,Haze,1185,2016-05-22,01:00:00
-,284.38,11.23,52.214,0.0,0.0,1,Haze,Haze,966,2016-05-22,02:00:00
-,284.75,11.6,52.88,0.0,0.0,1,Haze,Haze,387,2016-05-22,03:00:00
-,284.21,11.06,51.908,0.0,0.0,1,Mist,Mist,326,2016-05-22,04:00:00
-,284.5,11.35,52.43,0.0,0.0,1,Haze,Haze,458,2016-05-22,05:00:00
-,283.78,10.63,51.134,0.0,0.0,1,Haze,Haze,898,2016-05-22,06:00:00
-,285.41,12.26,54.068,0.0,0.0,20,Clouds,Few clouds,1210,2016-05-22,07:00:00
-,289.62,16.47,61.646,0.0,0.0,20,Clouds,Few clouds,1954,2016-05-22,08:00:00
-,293.01,19.86,67.748,0.0,0.0,20,Clouds,Few clouds,2844,2016-05-22,09:00:00
-,295.82,22.67,72.806,0.0,0.0,20,Clouds,Few clouds,3603,2016-05-22,10:00:00
-,297.88,24.73,76.514,0.0,0.0,20,Clouds,Few clouds,4348,2016-05-22,11:00:00
-,299.27,26.12,79.016,0.0,0.0,20,Clouds,Few clouds,4642,2016-05-22,12:00:00
-,300.07,26.92,80.456,0.0,0.0,40,Clouds,Scattered clouds,4691,2016-05-22,13:00:00
-,301.08,27.93,82.274,0.0,0.0,75,Clouds,Broken clouds,4332,2016-05-22,14:00:00
-,301.62,28.47,83.246,0.0,0.0,75,Clouds,Broken clouds,4263,2016-05-22,15:00:00
-,301.66,28.51,83.318,0.0,0.0,75,Clouds,Broken clouds,4399,2016-05-22,16:00:00
-,301.48,28.33,82.994,0.0,0.0,75,Clouds,Broken clouds,4093,2016-05-22,17:00:00
-,300.92,27.77,81.986,0.0,0.0,75,Clouds,Broken clouds,3778,2016-05-22,18:00:00
-,300.09,26.94,80.492,0.0,0.0,75,Clouds,Broken clouds,3442,2016-05-22,19:00:00
-,298.73,25.58,78.044,0.0,0.0,75,Clouds,Broken clouds,3180,2016-05-22,20:00:00
-,296.72,23.57,74.426,0.0,0.0,75,Clouds,Broken clouds,2624,2016-05-22,21:00:00
-,295.52,22.37,72.266,0.0,0.0,1,Clear,Sky is clear,1939,2016-05-22,22:00:00
-,295.05,21.9,71.42,0.0,0.0,40,Clouds,Scattered clouds,1166,2016-05-22,23:00:00
-,294.57,21.42,70.556,0.0,0.0,40,Clouds,Scattered clouds,775,2016-05-23,00:00:00
-,293.97,20.82,69.476,0.0,0.0,20,Clouds,Few clouds,457,2016-05-23,01:00:00
-,293.49,20.34,68.612,0.0,0.0,20,Clouds,Few clouds,349,2016-05-23,02:00:00
-,293.17,20.02,68.036,0.0,0.0,20,Clouds,Few clouds,339,2016-05-23,03:00:00
-,292.78,19.63,67.334,0.0,0.0,40,Clouds,Scattered clouds,896,2016-05-23,04:00:00
-,292.53,19.38,66.884,0.0,0.0,75,Clouds,Broken clouds,2906,2016-05-23,05:00:00
-,292.85,19.7,67.46,0.0,0.0,75,Thunderstorm,Proximity thunderstorm,5918,2016-05-23,06:00:00
-,292.95,19.8,67.64,0.0,0.0,75,Rain,Light rain,6414,2016-05-23,07:00:00
-,293.63,20.48,68.864,0.0,0.0,90,Clouds,Overcast clouds,5791,2016-05-23,08:00:00
-,294.72,21.57,70.826,0.0,0.0,90,Clouds,Overcast clouds,4675,2016-05-23,09:00:00
-,294.54,21.39,70.502,0.0,0.0,90,Rain,Proximity shower rain,4326,2016-05-23,10:00:00
-,295.25,22.1,71.78,0.0,0.0,90,Rain,Proximity shower rain,4627,2016-05-23,11:00:00
-,296.87,23.72,74.696,0.25,0.0,75,Rain,Light rain,4754,2016-05-23,12:00:00
-,298.96,25.81,78.458,0.0,0.0,75,Clouds,Broken clouds,4778,2016-05-23,13:00:00
-,300.52,27.37,81.266,0.0,0.0,75,Clouds,Broken clouds,5328,2016-05-23,14:00:00
-,299.67,26.52,79.736,0.0,0.0,90,Clouds,Overcast clouds,5886,2016-05-23,15:00:00
-,298.35,25.2,77.36,0.0,0.0,90,Clouds,Overcast clouds,6653,2016-05-23,16:00:00
-,296.85,23.7,74.66,0.0,0.0,90,Clouds,Overcast clouds,6550,2016-05-23,17:00:00
-,296.19,23.04,73.472,0.0,0.0,90,Thunderstorm,Proximity thunderstorm,4828,2016-05-23,18:00:00
-,296.19,23.04,73.472,0.0,0.0,90,Rain,Light rain,4828,2016-05-23,18:00:00
-,295.29,22.14,71.852,0.0,0.0,90,Thunderstorm,Thunderstorm with heavy rain,3201,2016-05-23,19:00:00
-,295.29,22.14,71.852,0.0,0.0,90,Drizzle,Light intensity drizzle,3201,2016-05-23,19:00:00
-,293.29,20.14,68.252,0.51,0.0,90,Rain,Moderate rain,2482,2016-05-23,20:00:00
-,293.29,20.14,68.252,0.51,0.0,90,Thunderstorm,Proximity thunderstorm,2482,2016-05-23,20:00:00
-,292.37,19.22,66.596,0.51,0.0,75,Rain,Light rain,2293,2016-05-23,21:00:00
-,292.37,19.22,66.596,0.51,0.0,75,Thunderstorm,Proximity thunderstorm,2293,2016-05-23,21:00:00
-,292.37,19.22,66.596,0.51,0.0,75,Drizzle,Light intensity drizzle,2293,2016-05-23,21:00:00
-,291.35,18.2,64.76,0.0,0.0,40,Rain,Light rain,1651,2016-05-23,22:00:00
-,290.86,17.71,63.878,0.0,0.0,40,Rain,Moderate rain,1186,2016-05-23,23:00:00
-,290.59,17.44,63.392,0.51,0.0,90,Rain,Moderate rain,657,2016-05-24,00:00:00
-,290.8,17.65,63.77,0.0,0.0,40,Rain,Light rain,432,2016-05-24,01:00:00
-,290.77,17.62,63.716,0.0,0.0,90,Rain,Light rain,314,2016-05-24,02:00:00
-,291.18,18.03,64.454,0.0,0.0,90,Clouds,Overcast clouds,346,2016-05-24,03:00:00
-,291.03,17.88,64.184,0.0,0.0,40,Clouds,Scattered clouds,877,2016-05-24,04:00:00
-,290.99,17.84,64.112,0.0,0.0,40,Mist,Mist,3058,2016-05-24,05:00:00
-,290.99,17.84,64.112,0.0,0.0,40,Thunderstorm,Proximity thunderstorm,3058,2016-05-24,05:00:00
-,290.58,17.43,63.374,0.0,0.0,75,Mist,Mist,6167,2016-05-24,06:00:00
-,290.58,17.43,63.374,0.0,0.0,75,Thunderstorm,Proximity thunderstorm,6167,2016-05-24,06:00:00
-,290.84,17.69,63.842,0.0,0.0,40,Mist,Mist,6409,2016-05-24,07:00:00
-,292.43,19.28,66.704,0.0,0.0,40,Mist,Mist,5301,2016-05-24,08:00:00
-,294.56,21.41,70.538,0.0,0.0,75,Mist,Mist,4652,2016-05-24,10:00:00
-,294.88,21.73,71.114,0.0,0.0,75,Mist,Mist,4652,2016-05-24,10:00:00
-,296.5,23.35,74.03,0.0,0.0,75,Clouds,Broken clouds,4621,2016-05-24,11:00:00
-,297.59,24.44,75.992,0.0,0.0,75,Clouds,Broken clouds,4885,2016-05-24,12:00:00
-,300.28,27.13,80.834,0.0,0.0,40,Clouds,Scattered clouds,5398,2016-05-24,14:00:00
-,300.18,27.03,80.654,0.0,0.0,40,Clouds,Scattered clouds,5398,2016-05-24,14:00:00
-,300.52,27.37,81.266,0.0,0.0,40,Clouds,Scattered clouds,6062,2016-05-24,15:00:00
-,301.03,27.88,82.184,0.0,0.0,40,Clouds,Scattered clouds,6670,2016-05-24,16:00:00
-,300.06,26.91,80.438,0.0,0.0,1,Haze,Haze,4611,2016-05-24,18:00:00
-,299.88,26.73,80.114,0.0,0.0,75,Haze,Haze,4611,2016-05-24,18:00:00
-,299.04,25.89,78.602,0.0,0.0,75,Haze,Haze,3456,2016-05-24,19:00:00
-,297.97,24.82,76.676,0.0,0.0,1,Thunderstorm,Proximity thunderstorm,2933,2016-05-24,20:00:00
-,296.29,23.14,73.652,0.25,0.0,1,Rain,Light rain,2804,2016-05-24,21:00:00
-,296.29,23.14,73.652,0.25,0.0,1,Drizzle,Light intensity drizzle,2804,2016-05-24,21:00:00
-,293.89,20.74,69.332,0.0,0.0,40,Clouds,Scattered clouds,1871,2016-05-24,22:00:00
-,292.3,19.15,66.47,0.0,0.0,20,Clouds,Few clouds,1129,2016-05-24,23:00:00
-,291.31,18.16,64.688,0.0,0.0,1,Clear,Sky is clear,718,2016-05-25,00:00:00
-,290.84,17.69,63.842,0.0,0.0,40,Clouds,Scattered clouds,454,2016-05-25,01:00:00
-,290.45,17.3,63.14,0.0,0.0,20,Clouds,Few clouds,323,2016-05-25,02:00:00
